,Season,Team,Name,Points,Rebounds,Assists,Steals,Blocks,Record,Allstar
1519,2006,UTA,Deron Williams,10.8,2.4,4.5,0.8,0.2,0.5,0.0
1520,2006,PHI,Michael Bradley,1.5,2.3,0.4,0.1,0.2,0.463,0.0
1521,2006,PHI,Samuel Dalembert,7.3,8.2,0.4,0.5,2.4,0.463,0.0
1522,2006,PHI,Deng Gai,0.0,0.0,0.0,0.0,0.0,0.463,0.0
1523,2006,PHI,Willie Green,7.0,1.5,0.5,0.2,0.0,0.463,0.0
1524,2006,PHI,Steven Hunter,6.1,3.9,0.2,0.2,1.1,0.463,0.0
1525,2006,PHI,Andre Iguodala,12.3,5.9,3.1,1.6,0.3,0.463,0.0
1526,2006,PHI,Allen Iverson,33.0,3.2,7.4,1.9,0.1,0.463,1.0
1527,2006,PHI,Kyle Korver,11.5,3.3,2.0,0.8,0.3,0.463,0.0
1528,2006,PHI,Lee Nailon,4.2,1.9,0.3,0.4,0.2,0.463,0.0
1529,2006,PHI,Kevin Ollie,2.7,1.4,1.4,0.5,0.0,0.463,0.0
1530,2006,PHI,Shavlik Randolph,2.3,2.3,0.3,0.3,0.2,0.463,0.0
1531,2006,PHI,John Salmons,7.5,2.7,2.7,0.9,0.2,0.463,0.0
1532,2006,PHI,Chris Webber,20.2,9.9,3.4,1.4,0.8,0.463,0.0
1533,2006,PHI,Lou Williams,1.9,0.6,0.3,0.2,0.0,0.463,0.0
1534,2006,LAL,Kwame Brown,7.4,6.6,1.0,0.4,0.6,0.549,0.0
1535,2006,LAL,Kobe Bryant,35.4,5.3,4.5,1.8,0.4,0.549,1.0
1536,2006,LAL,Andrew Bynum,1.6,1.7,0.2,0.1,0.5,0.549,0.0
1537,2006,LAL,Brian Cook,7.9,3.4,0.9,0.5,0.4,0.549,0.0
1538,2006,LAL,Devean George,6.3,3.9,1.0,0.9,0.5,0.549,0.0
1539,2006,LAL,Devin Green,0.9,0.9,0.3,0.1,0.0,0.549,0.0
1540,2006,LAL,Aaron McKie,0.5,1.4,0.8,0.4,0.0,0.549,0.0
1541,2006,LAL,Stanislav Medvedenko,1.0,0.0,0.5,0.0,0.0,0.549,0.0
1542,2006,LAL,Chris Mihm,10.2,6.3,1.0,0.3,1.2,0.549,0.0
1543,2006,LAL,Lamar Odom,14.8,9.2,5.5,0.9,0.8,0.549,0.0
1544,2006,LAL,Smush Parker,11.5,3.3,3.7,1.7,0.2,0.549,0.0
1545,2006,LAL,Laron Profit,4.2,1.7,0.6,0.4,0.2,0.549,0.0
1546,2006,LAL,Ronny Turiaf,2.0,1.6,0.3,0.1,0.4,0.549,0.0
1547,2006,LAL,Sasha Vujacic,3.9,1.9,1.7,0.6,0.0,0.549,0.0
1548,2006,LAL,Von Wafer,1.3,0.5,0.3,0.2,0.0,0.549,0.0
1549,2006,LAL,Luke Walton,5.0,3.6,2.3,0.6,0.2,0.549,0.0
1550,2006,NYK,Jackie Butler,5.3,3.3,0.5,0.3,0.6,0.28,0.0
1551,2006,NYK,Jamal Crawford,14.3,3.1,3.8,1.1,0.2,0.28,0.0
1552,2006,NYK,Eddy Curry,13.6,6.0,0.3,0.4,0.8,0.28,0.0
1553,2006,NYK,Channing Frye,12.3,5.8,0.8,0.5,0.7,0.28,0.0
1554,2006,NYK,Anfernee Hardaway,2.5,2.5,2.0,0.5,0.0,0.28,0.0
1555,2006,NYK,Jerome James,3.0,2.0,0.3,0.1,0.5,0.28,0.0
1556,2006,NYK,David Lee,5.1,4.5,0.6,0.4,0.3,0.28,0.0
1557,2006,NYK,Stephon Marbury,16.3,2.9,6.4,1.1,0.1,0.28,0.0
1558,2006,NYK,Quentin Richardson,8.2,4.2,1.6,0.7,0.1,0.28,0.0
1559,2006,NYK,Nate Robinson,9.3,2.3,2.0,0.8,0.0,0.28,0.0
1560,2006,NYK,Malik Rose,4.4,3.6,0.9,0.6,0.2,0.28,0.0
1561,2006,NYK,Maurice Taylor,6.3,3.4,0.8,0.3,0.2,0.28,0.0
1562,2006,NYK,Ime Udoka,2.8,2.1,0.8,0.1,0.0,0.28,0.0
1563,2006,NYK,Qyntel Woods,6.7,3.9,1.0,0.7,0.3,0.28,0.0
1564,2006,MIN,Anthony Carter,3.3,1.4,2.2,0.5,0.2,0.402,0.0
1565,2006,MIN,Ronald Dupree,2.2,1.4,0.4,0.3,0.0,0.402,0.0
1566,2006,MIN,Kevin Garnett,21.8,12.7,4.1,1.4,1.4,0.402,1.0
1567,2006,MIN,Eddie Griffin,4.6,5.6,0.6,0.2,2.1,0.402,0.0
1568,2006,MIN,Trenton Hassell,9.2,2.8,2.6,0.6,0.4,0.402,0.0
1569,2006,MIN,Troy Hudson,9.5,1.2,2.9,0.3,0.1,0.402,0.0
1570,2006,MIN,Marko Jaric,7.8,3.1,3.9,1.4,0.3,0.402,0.0
1571,2006,MIN,Mark Madsen,1.2,2.3,0.2,0.4,0.3,0.402,0.0
1572,2006,MIN,Rashad McCants,7.9,1.8,0.8,0.6,0.3,0.402,0.0
1573,2006,MIN,Bracey Wright,8.9,2.6,0.7,0.1,0.0,0.402,0.0
1574,2006,BKN,Vince Carter,24.2,5.8,4.3,1.2,0.7,0.598,1.0
1575,2006,BKN,Jason Collins,3.6,4.8,1.0,0.6,0.6,0.598,0.0
1576,2006,BKN,Richard Jefferson,19.5,6.8,3.8,0.8,0.2,0.598,0.0
1577,2006,BKN,Jason Kidd,13.3,7.3,8.4,1.9,0.4,0.598,0.0
1578,2006,BKN,Nenad Krstic,13.5,6.4,1.1,0.4,0.8,0.598,0.0
1579,2006,BKN,Jeff McInnis,5.3,1.8,1.9,0.4,0.1,0.598,0.0
1580,2006,BKN,Lamond Murray,3.4,2.3,0.2,0.3,0.1,0.598,0.0
1581,2006,BKN,Scott Padgett,3.4,2.7,0.7,0.5,0.2,0.598,0.0
1582,2006,BKN,Zoran Planinic,3.4,1.3,0.9,0.4,0.1,0.598,0.0
1583,2006,BKN,Clifford Robinson,6.9,3.3,1.1,0.6,0.5,0.598,0.0
1584,2006,BKN,Jacque Vaughn,3.4,1.1,1.5,0.5,0.0,0.598,0.0
1585,2006,BKN,Antoine Wright,1.8,0.8,0.3,0.1,0.1,0.598,0.0
1586,2006,BKN,Derrick Zimmerman,2.0,2.0,3.5,0.0,0.0,0.598,0.0
1587,2007,SAC,Shareef Abdur-Rahim,9.9,5.0,1.4,0.7,0.5,0.402,0.0
1588,2007,SAC,Mike Bibby,17.1,3.2,4.7,1.1,0.1,0.402,0.0
1589,2007,SAC,Quincy Douby,2.8,0.9,0.4,0.4,0.1,0.402,0.0
1590,2007,SAC,Francisco Garcia,6.0,2.6,1.1,0.6,0.5,0.402,0.0
1591,2007,SAC,Kevin Martin,20.2,4.3,2.2,1.2,0.1,0.402,0.0
1592,2007,SAC,Brad Miller,9.0,6.4,3.6,0.6,0.6,0.402,0.0
1593,2007,SAC,Vitaly Potapenko,0.0,0.7,0.0,0.0,0.0,0.402,0.0
1594,2007,SAC,Ronnie Price,3.3,1.2,0.8,0.5,0.1,0.402,0.0
1595,2007,SAC,John Salmons,8.5,3.3,3.2,0.9,0.3,0.402,0.0
1596,2007,SAC,Maurice Taylor,2.0,2.3,0.4,0.3,0.1,0.402,0.0
1597,2007,SAC,Kenny Thomas,5.3,6.1,1.2,0.7,0.3,0.402,0.0
1598,2007,SAC,Justin Williams,5.0,4.4,0.1,0.2,0.6,0.402,0.0
1599,2007,SAC,Corliss Williamson,9.1,3.3,0.6,0.4,0.2,0.402,0.0
1600,2007,SAC,Metta World Peace,18.8,6.5,3.4,2.1,0.6,0.402,0.0
1601,2007,BKN,Hassan Adams,2.9,1.3,0.2,0.3,0.1,0.5,0.0
1602,2007,BKN,Josh Boone,4.2,2.9,0.2,0.2,0.3,0.5,0.0
1603,2007,BKN,Vince Carter,25.2,6.0,4.8,1.0,0.4,0.5,1.0
1604,2007,BKN,Jason Collins,2.1,4.0,0.6,0.5,0.5,0.5,0.0
1605,2007,BKN,Eddie House,8.4,1.6,1.2,0.5,0.1,0.5,0.0
1606,2007,BKN,Mile Ilic,0.0,0.2,0.0,0.0,0.0,0.5,0.0
1607,2007,BKN,Richard Jefferson,16.3,4.4,2.7,0.6,0.1,0.5,0.0
1608,2007,BKN,Jason Kidd,13.0,8.2,9.2,1.6,0.3,0.5,1.0
1609,2007,BKN,Nenad Krstic,16.4,6.8,1.8,0.4,0.9,0.5,0.0
1610,2007,BKN,Mikki Moore,9.8,5.1,0.9,0.6,0.8,0.5,0.0
1611,2007,BKN,Bostjan Nachbar,9.2,3.3,0.8,0.4,0.3,0.5,0.0
1612,2007,BKN,Clifford Robinson,4.1,2.4,1.0,0.2,0.5,0.5,0.0
1613,2007,BKN,Marcus Williams,6.8,2.1,3.3,0.4,0.0,0.5,0.0
1614,2007,BKN,Antoine Wright,4.5,2.8,0.9,0.5,0.2,0.5,0.0
1615,2007,DAL,Maurice Ager,2.2,0.7,0.2,0.1,0.1,0.817,0.0
1616,2007,DAL,J.J. Barea,2.4,0.8,0.7,0.0,0.0,0.817,0.0
1617,2007,DAL,Greg Buckner,4.0,2.1,0.9,0.6,0.1,0.817,0.0
1618,2007,DAL,Austin Croshere,3.7,3.0,0.7,0.2,0.1,0.817,0.0
1619,2007,DAL,Erick Dampier,7.1,7.4,0.6,0.3,1.1,0.817,0.0
1620,2007,DAL,DeSagana Diop,2.3,5.4,0.4,0.5,1.4,0.817,0.0
1621,2007,DAL,Devean George,6.4,3.6,0.6,0.8,0.4,0.817,0.0
1622,2007,DAL,Devin Harris,10.2,2.5,3.7,1.2,0.3,0.817,0.0
1623,2007,DAL,Josh Howard,18.9,6.8,1.8,1.2,0.8,0.817,1.0
1624,2007,DAL,D.J. Mbenga,0.8,0.5,0.3,0.1,0.2,0.817,0.0
1625,2007,DAL,Pops Mensah-Bonsu,2.4,1.8,0.0,0.1,0.0,0.817,0.0
1626,2007,DAL,Dirk Nowitzki,24.6,8.9,3.4,0.7,0.8,0.817,1.0
1627,2007,DAL,Jerry Stackhouse,12.0,2.2,2.8,0.8,0.1,0.817,0.0
1628,2007,DAL,Jason Terry,16.7,2.9,5.2,1.0,0.2,0.817,0.0
1629,2007,DAL,Kevin Willis,2.4,1.6,0.2,0.4,0.2,0.817,0.0
1630,2007,POR,LaMarcus Aldridge,9.0,5.0,0.4,0.3,1.2,0.39,0.0
1631,2007,POR,Dan Dickau,3.3,0.9,1.4,0.3,0.0,0.39,0.0
1632,2007,POR,Stephen Graham,3.2,1.5,0.4,0.3,0.1,0.39,0.0
1633,2007,POR,Jarrett Jack,12.0,2.6,5.3,1.1,0.1,0.39,0.0
1634,2007,POR,Raef LaFrentz,3.7,2.6,0.3,0.3,0.4,0.39,0.0
1635,2007,POR,Jamaal Magloire,6.5,6.1,0.4,0.3,0.8,0.39,0.0
1636,2007,POR,Travis Outlaw,9.6,3.2,0.8,0.9,1.1,0.39,0.0
1637,2007,POR,Joel Przybilla,2.0,3.9,0.3,0.2,1.6,0.39,0.0
1638,2007,POR,Zach Randolph,23.6,10.1,2.2,0.8,0.2,0.39,0.0
1639,2007,POR,Sergio Rodriguez,3.7,1.4,3.3,0.5,0.0,0.39,0.0
1640,2007,POR,Brandon Roy,16.8,4.4,4.0,1.2,0.2,0.39,0.0
1641,2007,POR,Luke Schenscher,1.7,2.3,0.1,0.2,0.4,0.39,0.0
1642,2007,POR,Ime Udoka,8.4,3.7,1.5,0.9,0.2,0.39,0.0
1643,2007,POR,Martell Webster,7.0,2.9,0.6,0.4,0.2,0.39,0.0
1644,2007,CHI,Malik Allen,4.0,2.0,0.3,0.3,0.3,0.598,0.0
1645,2007,CHI,Andre Barrett,1.3,0.8,1.2,0.0,0.0,0.598,0.0
1646,2007,CHI,P.J. Brown,6.1,4.8,0.7,0.3,0.7,0.598,0.0
1647,2007,CHI,Luol Deng,18.8,7.1,2.5,1.2,0.6,0.598,0.0
1648,2007,CHI,Chris Duhon,7.2,2.2,4.0,0.9,0.1,0.598,0.0
1649,2007,CHI,Ben Gordon,21.4,3.1,3.6,0.8,0.2,0.598,0.0
1650,2007,CHI,Adrian Griffin,2.5,2.0,1.1,0.6,0.1,0.598,0.0
1651,2007,CHI,Kirk Hinrich,16.6,3.4,6.3,1.3,0.3,0.598,0.0
1652,2007,CHI,Viktor Khryapa,2.2,1.7,0.6,0.3,0.0,0.598,0.0
1653,2007,CHI,Andres Nocioni,14.1,5.7,1.1,0.5,0.5,0.598,0.0
1654,2007,CHI,Thabo Sefolosha,3.6,2.2,0.8,0.5,0.2,0.598,0.0
1655,2007,CHI,Mike Sweetney,3.2,2.5,0.6,0.2,0.2,0.598,0.0
1656,2007,CHI,Tyrus Thomas,5.2,3.7,0.6,0.6,1.1,0.598,0.0
1657,2007,CHI,Ben Wallace,6.4,10.7,2.4,1.4,2.0,0.598,0.0
1658,2007,OKC,Ray Allen,26.4,4.5,4.1,1.5,0.2,0.378,1.0
1659,2007,OKC,Andre Brown,2.4,1.9,0.1,0.2,0.1,0.378,0.0
1660,2007,OKC,Nick Collison,9.6,8.1,1.0,0.6,0.8,0.378,0.0
1661,2007,OKC,Desmon Farmer,1.6,0.1,1.1,0.1,0.0,0.378,0.0
1662,2007,OKC,Danny Fortson,2.9,3.1,0.1,0.1,0.0,0.378,0.0
1663,2007,OKC,Mickael Gelabale,4.6,2.5,0.8,0.3,0.3,0.378,0.0
1664,2007,OKC,Andreas Glyniadakis,1.3,0.6,0.1,0.0,0.0,0.378,0.0
1665,2007,OKC,Rashard Lewis,22.4,6.6,2.4,1.1,0.7,0.378,0.0
1666,2007,OKC,Randy Livingston,0.0,0.3,1.0,0.0,0.0,0.378,0.0
1667,2007,OKC,Johan Petro,6.2,4.1,0.6,0.5,0.6,0.378,0.0
1668,2007,OKC,Luke Ridnour,11.0,2.3,5.2,1.2,0.3,0.378,0.0
1669,2007,OKC,Mouhamed Sene,1.9,1.6,0.0,0.1,0.4,0.378,0.0
1670,2007,OKC,Earl Watson,9.4,2.4,5.7,1.3,0.3,0.378,0.0
1671,2007,OKC,Chris Wilcox,13.5,7.7,1.0,0.9,0.5,0.378,0.0
1672,2007,OKC,Damien Wilkins,8.8,2.8,1.9,1.1,0.2,0.378,0.0
1673,2007,OKC,Mike Wilks,3.6,1.1,1.7,0.3,0.1,0.378,0.0
1674,2007,BOS,Tony Allen,11.5,3.8,1.7,1.5,0.4,0.293,0.0
1675,2007,BOS,Ryan Gomes,12.1,5.6,1.6,0.7,0.2,0.293,0.0
1676,2007,BOS,Gerald Green,10.4,2.6,1.0,0.5,0.3,0.293,0.0
1677,2007,BOS,Al Jefferson,16.0,11.0,1.3,0.7,1.5,0.293,0.0
1678,2007,BOS,Michael Olowokandi,1.7,2.0,0.2,0.3,0.5,0.293,0.0
1679,2007,BOS,Kendrick Perkins,4.5,5.2,1.3,0.3,1.3,0.293,0.0
1680,2007,BOS,Paul Pierce,25.0,5.9,4.1,1.0,0.3,0.293,0.0
1681,2007,BOS,Kevinn Pinkney,5.2,2.5,0.8,0.5,0.5,0.293,0.0
1682,2007,BOS,Leon Powe,4.2,3.4,0.2,0.2,0.3,0.293,0.0
1683,2007,BOS,Theo Ratliff,2.5,3.5,0.0,0.5,1.5,0.293,0.0
1684,2007,BOS,Allan Ray,6.2,1.5,0.9,0.4,0.1,0.293,0.0
1685,2007,BOS,Rajon Rondo,6.4,3.7,3.8,1.6,0.1,0.293,0.0
1686,2007,BOS,Brian Scalabrine,4.0,1.9,1.1,0.4,0.3,0.293,0.0
1687,2007,BOS,Wally Szczerbiak,15.0,3.1,1.7,0.6,0.1,0.293,0.0
1688,2007,BOS,Sebastian Telfair,6.1,1.4,2.8,0.6,0.1,0.293,0.0
1689,2007,BOS,Delonte West,12.2,3.0,4.4,1.1,0.5,0.293,0.0
1690,2007,HOU,Rafer Alston,13.3,3.4,5.4,1.6,0.1,0.634,0.0
1691,2007,HOU,Shane Battier,10.1,4.1,2.1,1.0,0.7,0.634,0.0
1692,2007,HOU,Chuck Hayes,5.6,6.7,0.6,0.9,0.2,0.634,0.0
1693,2007,HOU,Luther Head,10.9,3.2,2.4,1.0,0.1,0.634,0.0
1694,2007,HOU,Juwan Howard,9.7,5.9,1.6,0.4,0.1,0.634,0.0
1695,2007,HOU,John Lucas III,3.3,0.8,0.7,0.4,0.0,0.634,0.0
1696,2007,HOU,Tracy McGrady,24.6,5.3,6.5,1.3,0.5,0.634,1.0
1697,2007,HOU,Yao Ming,25.0,9.4,2.0,0.4,2.0,0.634,1.0
1698,2007,HOU,Dikembe Mutombo,3.1,6.5,0.2,0.3,1.0,0.634,0.0
1699,2007,HOU,Steve Novak,1.5,0.7,0.2,0.1,0.0,0.634,0.0
1700,2007,HOU,Kirk Snyder,4.9,2.1,1.0,0.3,0.3,0.634,0.0
1701,2007,HOU,Vassilis Spanoulis,2.7,0.7,0.9,0.2,0.0,0.634,0.0
1702,2007,HOU,Bonzi Wells,7.8,4.3,1.1,0.9,0.5,0.634,0.0
1703,2007,CHA,Alan Anderson,5.8,1.9,1.2,0.4,0.0,0.402,0.0
1704,2007,CHA,Derek Anderson,8.0,2.3,2.7,1.0,0.1,0.402,0.0
1705,2007,CHA,Primoz Brezec,5.0,3.2,0.4,0.2,0.4,0.402,0.0
1706,2007,CHA,Matt Carroll,12.1,2.9,1.3,0.7,0.1,0.402,0.0
1707,2007,CHA,Raymond Felton,14.0,3.4,7.0,1.5,0.1,0.402,0.0
1708,2007,CHA,Othella Harrington,2.6,1.5,0.2,0.0,0.0,0.402,0.0
1709,2007,CHA,Walter Herrmann,9.2,2.9,0.5,0.4,0.1,0.402,0.0
1710,2007,CHA,Ryan Hollins,2.4,1.1,0.0,0.1,0.3,0.402,0.0
1711,2007,CHA,Brevin Knight,9.1,2.6,6.6,1.5,0.1,0.402,0.0
1712,2007,CHA,Sean May,11.9,6.7,1.9,0.5,0.7,0.402,0.0
1713,2007,CHA,Jeff McInnis,4.3,1.6,3.3,0.4,0.0,0.402,0.0
1714,2007,CHA,Adam Morrison,11.8,2.9,2.1,0.4,0.1,0.402,0.0
1715,2007,CHA,Emeka Okafor,14.4,11.3,1.2,0.9,2.6,0.402,0.0
1716,2007,CHA,Jake Voskuhl,4.4,3.5,0.6,0.4,0.3,0.402,0.0
1717,2007,CHA,Gerald Wallace,18.1,7.2,2.6,2.0,1.0,0.402,0.0
1718,2007,DEN,Carmelo Anthony,28.9,6.0,3.8,1.2,0.4,0.549,1.0
1719,2007,DEN,Marcus Camby,11.2,11.7,3.2,1.2,3.3,0.549,0.0
1720,2007,DEN,Anthony Carter,3.0,1.5,5.5,0.0,0.5,0.549,0.0
1721,2007,DEN,Yakhouba Diawara,4.4,1.7,0.9,0.5,0.1,0.549,0.0
1722,2007,DEN,Reggie Evans,4.9,7.0,0.7,0.6,0.2,0.549,0.0
1723,2007,DEN,Nene,12.2,7.0,1.2,1.0,0.9,0.549,0.0
1724,2007,DEN,DerMarr Johnson,3.5,1.5,0.4,0.4,0.3,0.549,0.0
1725,2007,DEN,Linas Kleiza,7.6,3.4,0.6,0.4,0.2,0.549,0.0
1726,2007,DEN,Kenyon Martin,9.5,10.0,0.5,0.0,0.0,0.549,0.0
1727,2007,DEN,Eduardo Najera,6.6,4.1,0.9,1.0,0.3,0.549,0.0
1728,2007,DEN,Jamal Sampson,1.1,2.2,0.2,0.1,0.3,0.549,0.0
1729,2007,DEN,J.R. Smith,13.0,2.3,1.4,0.8,0.1,0.549,0.0
1730,2007,UTA,Rafael Araujo,2.6,2.4,0.4,0.2,0.1,0.622,0.0
1731,2007,UTA,Carlos Boozer,20.9,11.7,3.0,0.9,0.3,0.622,1.0
1732,2007,UTA,Ronnie Brewer,4.6,1.3,0.4,0.7,0.1,0.622,0.0
1733,2007,UTA,Dee Brown,1.9,0.8,1.7,0.4,0.1,0.622,0.0
1734,2007,UTA,Jarron Collins,2.5,2.1,0.7,0.2,0.1,0.622,0.0
1735,2007,UTA,Derek Fisher,10.1,1.8,3.3,1.0,0.1,0.622,0.0
1736,2007,UTA,Gordan Giricek,7.8,2.1,1.0,0.5,0.1,0.622,0.0
1737,2007,UTA,Matt Harpring,11.6,4.6,1.3,0.7,0.1,0.622,0.0
1738,2007,UTA,Andrei Kirilenko,8.3,4.7,2.9,1.1,2.1,0.622,0.0
1739,2007,UTA,C.J. Miles,2.7,0.9,0.7,0.3,0.1,0.622,0.0
1740,2007,UTA,Paul Millsap,6.8,5.2,0.8,0.8,0.9,0.622,0.0
1741,2007,UTA,Mehmet Okur,17.6,7.2,2.0,0.5,0.5,0.622,1.0
1742,2007,UTA,Roger Powell,0.7,1.0,0.0,0.0,0.0,0.622,0.0
1743,2007,UTA,Deron Williams,16.2,3.3,9.3,1.0,0.2,0.622,0.0
1744,2007,WAS,Gilbert Arenas,28.4,4.6,6.0,1.9,0.2,0.5,1.0
1745,2007,WAS,Andray Blatche,3.7,3.4,0.7,0.3,0.6,0.5,0.0
1746,2007,WAS,Calvin Booth,1.6,1.8,0.4,0.1,0.7,0.5,0.0
1747,2007,WAS,Caron Butler,19.1,7.4,3.7,2.1,0.3,0.5,1.0
1748,2007,WAS,Antonio Daniels,7.1,1.9,3.6,0.5,0.1,0.5,0.0
1749,2007,WAS,Mike Hall,1.0,1.0,0.5,0.0,0.0,0.5,0.0
1750,2007,WAS,Jarvis Hayes,7.2,2.6,1.0,0.6,0.2,0.5,0.0
1751,2007,WAS,Brendan Haywood,6.6,6.2,0.6,0.4,1.1,0.5,0.0
1752,2007,WAS,Antawn Jamison,19.8,8.0,1.9,1.1,0.5,0.5,0.0
1753,2007,WAS,James Lang,1.0,1.0,0.2,0.0,0.3,0.5,0.0
1754,2007,WAS,Roger Mason,2.7,0.7,0.6,0.2,0.1,0.5,0.0
1755,2007,WAS,Michael Ruffin,0.6,2.1,0.2,0.2,0.3,0.5,0.0
1756,2007,WAS,Darius Songaila,7.6,3.6,1.0,0.5,0.3,0.5,0.0
1757,2007,WAS,DeShawn Stevenson,11.2,2.6,2.7,0.8,0.2,0.5,0.0
1758,2007,WAS,Donell Taylor,2.7,1.1,1.0,0.4,0.1,0.5,0.0
1759,2007,WAS,Etan Thomas,6.1,5.8,0.4,0.3,1.4,0.5,0.0
1760,2007,ORL,Trevor Ariza,8.9,4.4,1.1,1.0,0.3,0.488,0.0
1761,2007,ORL,Carlos Arroyo,7.7,1.9,2.8,0.5,0.0,0.488,0.0
1762,2007,ORL,James Augustine,1.0,1.5,1.0,0.0,0.0,0.488,0.0
1763,2007,ORL,Tony Battie,6.1,5.2,0.5,0.4,0.5,0.488,0.0
1764,2007,ORL,Keith Bogans,5.1,1.6,1.0,0.5,0.0,0.488,0.0
1765,2007,ORL,Travis Diener,3.8,0.7,1.3,0.2,0.0,0.488,0.0
1766,2007,ORL,Keyon Dooling,7.9,1.3,1.7,0.8,0.2,0.488,0.0
1767,2007,ORL,Pat Garrity,2.2,1.3,0.4,0.2,0.0,0.488,0.0
1768,2007,ORL,Grant Hill,14.4,3.6,2.1,0.9,0.4,0.488,0.0
1769,2007,ORL,Dwight Howard,17.6,12.3,1.9,0.9,1.9,0.488,1.0
1770,2007,ORL,Darko Milicic,8.0,5.5,1.1,0.6,1.8,0.488,0.0
1771,2007,ORL,Jameer Nelson,13.0,3.1,4.3,0.9,0.1,0.488,0.0
1772,2007,ORL,Bo Outlaw,2.0,2.6,0.4,0.4,0.1,0.488,0.0
1773,2007,ORL,J.J. Redick,6.0,1.2,0.9,0.3,0.0,0.488,0.0
1774,2007,ORL,Hedo Turkoglu,13.3,4.0,3.2,1.0,0.2,0.488,0.0
1775,2007,IND,Darrell Armstrong,5.6,1.7,2.4,0.9,0.1,0.427,0.0
1776,2007,IND,Maceo Baston,2.9,1.6,0.3,0.3,0.4,0.427,0.0
1777,2007,IND,Marquis Daniels,7.1,1.8,1.3,0.6,0.2,0.427,0.0
1778,2007,IND,Jeff Foster,4.3,8.1,0.8,0.8,0.5,0.427,0.0
1779,2007,IND,Danny Granger,13.9,4.6,1.4,0.8,0.7,0.427,0.0
1780,2007,IND,Orien Greene,1.5,1.1,0.5,0.4,0.1,0.427,0.0
1781,2007,IND,David Harrison,3.0,1.8,0.3,0.2,0.5,0.427,0.0
1782,2007,IND,Rawle Marshall,2.5,0.7,0.3,0.3,0.1,0.427,0.0
1783,2007,IND,Jermaine O'Neal,19.4,9.6,2.4,0.7,2.6,0.427,1.0
1784,2007,IND,Jamaal Tinsley,12.8,3.3,6.9,1.6,0.3,0.427,0.0
1785,2007,IND,Shawne Williams,3.9,1.8,0.5,0.1,0.2,0.427,0.0
1786,2007,NOP,Hilton Armstrong,3.1,2.7,0.2,0.2,0.5,0.476,0.0
1787,2007,NOP,Brandon Bass,2.0,2.0,0.1,0.1,0.1,0.476,0.0
1788,2007,NOP,Devin Brown,11.6,4.3,2.6,0.8,0.2,0.476,0.0
1789,2007,NOP,Rasual Butler,10.1,3.2,0.8,0.5,0.7,0.476,0.0
1790,2007,NOP,Tyson Chandler,9.5,12.4,0.9,0.5,1.8,0.476,0.0
1791,2007,NOP,Bobby Jackson,10.6,3.2,2.5,0.9,0.1,0.476,0.0
1792,2007,NOP,Marc Jackson,7.3,3.4,1.0,0.4,0.1,0.476,0.0
1793,2007,NOP,Linton Johnson,4.2,3.0,0.3,0.6,0.3,0.476,0.0
1794,2007,NOP,Desmond Mason,13.7,4.6,1.5,0.7,0.3,0.476,0.0
1795,2007,NOP,Jannero Pargo,9.2,2.2,2.5,0.6,0.0,0.476,0.0
1796,2007,NOP,Chris Paul,17.3,4.4,8.9,1.8,0.0,0.476,0.0
1797,2007,NOP,Cedric Simmons,2.9,2.5,0.3,0.2,0.5,0.476,0.0
1798,2007,NOP,Peja Stojakovic,17.8,4.2,0.8,0.6,0.3,0.476,0.0
1799,2007,NOP,Marcus Vinicius,1.7,0.8,0.4,0.2,0.1,0.476,0.0
1800,2007,NOP,David West,18.3,8.2,2.2,0.8,0.7,0.476,0.0
1801,2007,MEM,Chucky Atkins,13.2,1.9,4.6,0.7,0.1,0.268,0.0
1802,2007,MEM,Brian Cardinal,4.5,2.1,1.1,0.8,0.0,0.268,0.0
1803,2007,MEM,Pau Gasol,20.8,9.8,3.4,0.5,2.1,0.268,0.0
1804,2007,MEM,Rudy Gay,10.8,4.5,1.3,0.9,0.9,0.268,0.0
1805,2007,MEM,Junior Harrington,5.2,2.3,3.1,0.7,0.2,0.268,0.0
1806,2007,MEM,Alexander Johnson,4.4,3.1,0.3,0.4,0.6,0.268,0.0
1807,2007,MEM,Dahntay Jones,7.5,2.0,0.9,0.5,0.3,0.268,0.0
1808,2007,MEM,Tarence Kinsey,7.7,2.0,0.9,1.1,0.0,0.268,0.0
1809,2007,MEM,Kyle Lowry,5.6,3.1,3.2,1.4,0.1,0.268,0.0
1810,2007,MEM,Mike Miller,18.5,5.4,4.3,0.8,0.3,0.268,0.0
1811,2007,MEM,Lawrence Roberts,5.2,4.8,0.6,0.7,0.2,0.268,0.0
1812,2007,MEM,Damon Stoudamire,7.5,2.2,4.8,0.8,0.0,0.268,0.0
1813,2007,MEM,Stromile Swift,7.8,4.6,0.3,0.6,1.1,0.268,0.0
1814,2007,MEM,Hakim Warrick,12.7,5.1,0.9,0.5,0.4,0.268,0.0
1815,2007,GSW,Kelenna Azubuike,7.1,2.3,0.7,0.5,0.2,0.512,0.0
1816,2007,GSW,Matt Barnes,9.8,4.6,2.1,1.0,0.5,0.512,0.0
1817,2007,GSW,Andris Biedrins,9.5,9.3,1.1,0.8,1.7,0.512,0.0
1818,2007,GSW,Baron Davis,20.1,4.4,8.1,2.1,0.5,0.512,0.0
1819,2007,GSW,Monta Ellis,16.5,3.2,4.1,1.7,0.3,0.512,0.0
